date,district,daily_consumption_kwh,temperature_c,day_of_week,population
2022-11-19,District A,24.8,8.6,Saturday,10000
2022-11-19,District B,30.9,5.6,Saturday,15000
2022-11-19,District C,93.5,6.2,Saturday,20000
2022-11-19,District D,36.8,6.7,Saturday,12000
2022-11-19,District E,21.3,5.7,Saturday,8000
2022-11-20,District A,38.2,8.6,Sunday,10000
2022-11-20,District B,32.6,6.7,Sunday,15000
2022-11-20,District C,54.1,7.7,Sunday,20000
2022-11-20,District D,58.6,6.5,Sunday,12000
2022-11-20,District E,29.4,9.3,Sunday,8000
2022-11-21,District A,34.5,7.9,Monday,10000
2022-11-21,District B,64.4,8.8,Monday,15000
2022-11-21,District C,52.8,9.9,Monday,20000
2022-11-21,District D,40.8,8.5,Monday,12000
2022-11-21,District E,32.7,11.1,Monday,8000
2022-11-22,District A,23.5,8.7,Tuesday,10000
2022-11-22,District B,35.3,9.2,Tuesday,15000
2022-11-22,District C,48.6,7.4,Tuesday,20000
2022-11-22,District D,31.4,9.8,Tuesday,12000
2022-11-22,District E,37.5,7.7,Tuesday,8000
2022-11-23,District A,35.2,6.4,Wednesday,10000
2022-11-23,District B,30.8,7.9,Wednesday,15000
2022-11-23,District C,44.1,10.5,Wednesday,20000
2022-11-23,District D,44.2,8.3,Wednesday,12000
2022-11-23,District E,32.5,9.4,Wednesday,8000
2022-11-24,District A,20.3,6.8,Thursday,10000
2022-11-24,District B,54.1,10.1,Thursday,15000
2022-11-24,District C,89.3,10.9,Thursday,20000
2022-11-24,District D,41.5,10.9,Thursday,12000
2022-11-24,District E,35.0,7.3,Thursday,8000
2022-11-25,District A,26.8,8.2,Friday,10000
2022-11-25,District B,73.2,11.0,Friday,15000
2022-11-25,District C,46.8,8.3,Friday,20000
2022-11-25,District D,55.6,7.7,Friday,12000
2022-11-25,District E,21.9,11.3,Friday,8000
2022-11-26,District A,46.3,5.5,Saturday,10000
2022-11-26,District B,54.4,7.7,Saturday,15000
2022-11-26,District C,44.0,11.8,Saturday,20000
2022-11-26,District D,26.7,9.5,Saturday,12000
2022-11-26,District E,35.3,7.6,Saturday,8000
2022-11-27,District A,49.9,8.0,Sunday,10000
2022-11-27,District B,44.5,8.9,Sunday,15000
2022-11-27,District C,61.0,6.5,Sunday,20000
2022-11-27,District D,26.5,7.6,Sunday,12000
2022-11-27,District E,27.1,7.6,Sunday,8000
2022-11-28,District A,41.7,10.1,Monday,10000
2022-11-28,District B,31.9,10.0,Monday,15000
2022-11-28,District C,83.7,6.5,Monday,20000
2022-11-28,District D,25.4,8.4,Monday,12000
2022-11-28,District E,36.3,10.6,Monday,8000
2022-11-29,District A,22.0,8.8,Tuesday,10000
2022-11-29,District B,56.3,10.4,Tuesday,15000
2022-11-29,District C,85.1,10.5,Tuesday,20000
2022-11-29,District D,42.6,10.6,Tuesday,12000
2022-11-29,District E,32.1,6.0,Tuesday,8000
2022-11-30,District A,42.3,9.3,Wednesday,10000
2022-11-30,District B,38.8,6.2,Wednesday,15000
2022-11-30,District C,85.0,11.2,Wednesday,20000
2022-11-30,District D,51.3,11.4,Wednesday,12000
2022-11-30,District E,31.7,9.2,Wednesday,8000
2022-12-01,District A,37.4,5.3,Thursday,10000
2022-12-01,District B,37.0,3.8,Thursday,15000
2022-12-01,District C,83.0,2.8,Thursday,20000
2022-12-01,District D,31.3,1.6,Thursday,12000
2022-12-01,District E,21.8,1.9,Thursday,8000
2022-12-02,District A,34.4,1.3,Friday,10000
2022-12-02,District B,55.5,5.4,Friday,15000
2022-12-02,District C,46.8,1.1,Friday,20000
2022-12-02,District D,39.7,4.2,Friday,12000
2022-12-02,District E,33.4,4.9,Friday,8000
2022-12-03,District A,28.2,4.8,Saturday,10000
2022-12-03,District B,41.9,4.2,Saturday,15000
2022-12-03,District C,78.2,5.6,Saturday,20000
2022-12-03,District D,33.7,1.9,Saturday,12000
2022-12-03,District E,32.7,1.1,Saturday,8000
2022-12-04,District A,37.9,1.3,Sunday,10000
2022-12-04,District B,59.8,1.6,Sunday,15000
2022-12-04,District C,86.7,4.9,Sunday,20000
2022-12-04,District D,30.8,4.6,Sunday,12000
2022-12-04,District E,32.8,0.5,Sunday,8000
2022-12-05,District A,34.6,2.2,Monday,10000
2022-12-05,District B,43.8,0.2,Monday,15000
2022-12-05,District C,97.4,0.2,Monday,20000
2022-12-05,District D,46.3,1.5,Monday,12000
2022-12-05,District E,33.6,0.2,Monday,8000
2022-12-06,District A,46.9,1.9,Tuesday,10000
2022-12-06,District B,44.6,5.3,Tuesday,15000
2022-12-06,District C,99.8,5.4,Tuesday,20000
2022-12-06,District D,54.4,5.0,Tuesday,12000
2022-12-06,District E,29.8,1.5,Tuesday,8000
2022-12-07,District A,22.8,0.4,Wednesday,10000
2022-12-07,District B,44.7,6.0,Wednesday,15000
2022-12-07,District C,88.4,4.5,Wednesday,20000
2022-12-07,District D,59.9,5.1,Wednesday,12000
2022-12-07,District E,17.0,1.4,Wednesday,8000
2022-12-08,District A,23.9,2.5,Thursday,10000
2022-12-08,District B,46.2,0.1,Thursday,15000
2022-12-08,District C,74.0,4.7,Thursday,20000
2022-12-08,District D,47.6,1.9,Thursday,12000
2022-12-08,District E,16.3,1.4,Thursday,8000
2022-12-09,District A,40.6,4.6,Friday,10000
2022-12-09,District B,33.3,4.6,Friday,15000
2022-12-09,District C,81.0,5.0,Friday,20000
2022-12-09,District D,48.8,3.4,Friday,12000
2022-12-09,District E,31.6,5.2,Friday,8000
2022-12-10,District A,49.7,3.5,Saturday,10000
2022-12-10,District B,49.9,4.5,Saturday,15000
2022-12-10,District C,63.4,4.2,Saturday,20000
2022-12-10,District D,45.5,1.4,Saturday,12000
2022-12-10,District E,38.3,5.6,Saturday,8000
2022-12-11,District A,35.8,2.1,Sunday,10000
2022-12-11,District B,74.8,1.3,Sunday,15000
2022-12-11,District C,79.0,5.9,Sunday,20000
2022-12-11,District D,49.7,4.8,Sunday,12000
2022-12-11,District E,17.3,3.6,Sunday,8000
2022-12-12,District A,42.3,2.7,Monday,10000
2022-12-12,District B,49.1,4.1,Monday,15000
2022-12-12,District C,52.5,5.7,Monday,20000
2022-12-12,District D,51.3,3.0,Monday,12000
2022-12-12,District E,33.1,4.2,Monday,8000
2022-12-13,District A,24.7,1.7,Tuesday,10000
2022-12-13,District B,57.0,3.8,Tuesday,15000
2022-12-13,District C,82.3,1.1,Tuesday,20000
2022-12-13,District D,48.0,2.7,Tuesday,12000
2022-12-13,District E,20.1,5.0,Tuesday,8000
2022-12-14,District A,43.4,0.1,Wednesday,10000
2022-12-14,District B,61.5,3.7,Wednesday,15000
2022-12-14,District C,88.2,5.0,Wednesday,20000
2022-12-14,District D,43.3,5.8,Wednesday,12000
2022-12-14,District E,25.6,2.9,Wednesday,8000
2022-12-15,District A,37.2,0.9,Thursday,10000
2022-12-15,District B,71.5,1.7,Thursday,15000
2022-12-15,District C,75.6,3.5,Thursday,20000
2022-12-15,District D,25.9,2.1,Thursday,12000
2022-12-15,District E,26.2,0.2,Thursday,8000
2022-12-16,District A,40.1,0.5,Friday,10000
2022-12-16,District B,73.2,5.3,Friday,15000
2022-12-16,District C,55.3,4.0,Friday,20000
2022-12-16,District D,58.7,5.2,Friday,12000
2022-12-16,District E,35.4,1.2,Friday,8000
2022-12-17,District A,44.1,1.7,Saturday,10000
2022-12-17,District B,31.4,6.0,Saturday,15000
2022-12-17,District C,77.4,5.4,Saturday,20000
2022-12-17,District D,40.7,5.8,Saturday,12000
2022-12-17,District E,17.5,5.1,Saturday,8000
2022-12-18,District A,22.0,2.0,Sunday,10000
2022-12-18,District B,66.8,5.9,Sunday,15000
2022-12-18,District C,96.3,5.1,Sunday,20000
2022-12-18,District D,37.9,0.5,Sunday,12000
2022-12-18,District E,21.1,0.4,Sunday,8000
2022-12-19,District A,35.8,1.4,Monday,10000
2022-12-19,District B,36.3,1.6,Monday,15000
2022-12-19,District C,51.3,1.0,Monday,20000
2022-12-19,District D,53.9,5.8,Monday,12000
2022-12-19,District E,27.9,5.8,Monday,8000
2022-12-20,District A,43.9,1.7,Tuesday,10000
2022-12-20,District B,43.5,2.0,Tuesday,15000
2022-12-20,District C,47.8,1.4,Tuesday,20000
2022-12-20,District D,36.8,1.5,Tuesday,12000
2022-12-20,District E,17.5,4.0,Tuesday,8000
2022-12-21,District A,44.3,1.3,Wednesday,10000
2022-12-21,District B,45.4,0.9,Wednesday,15000
2022-12-21,District C,49.3,5.2,Wednesday,20000
2022-12-21,District D,41.4,0.5,Wednesday,12000
2022-12-21,District E,29.5,1.8,Wednesday,8000
2022-12-22,District A,24.1,4.8,Thursday,10000
2022-12-22,District B,52.7,3.5,Thursday,15000
2022-12-22,District C,77.4,0.9,Thursday,20000
2022-12-22,District D,41.6,1.6,Thursday,12000
2022-12-22,District E,27.0,0.5,Thursday,8000
2022-12-23,District A,46.9,1.8,Friday,10000
2022-12-23,District B,51.3,0.3,Friday,15000
2022-12-23,District C,87.7,2.8,Friday,20000
2022-12-23,District D,50.4,3.4,Friday,12000
2022-12-23,District E,38.5,4.7,Friday,8000
2022-12-24,District A,36.1,1.9,Saturday,10000
2022-12-24,District B,74.5,5.0,Saturday,15000
2022-12-24,District C,62.3,5.3,Saturday,20000
2022-12-24,District D,41.6,1.2,Saturday,12000
2022-12-24,District E,27.8,4.4,Saturday,8000
2022-12-25,District A,45.1,2.9,Sunday,10000
2022-12-25,District B,68.7,2.2,Sunday,15000
2022-12-25,District C,59.7,2.4,Sunday,20000
2022-12-25,District D,51.4,2.7,Sunday,12000
2022-12-25,District E,20.7,0.8,Sunday,8000
2022-12-26,District A,26.5,5.7,Monday,10000
2022-12-26,District B,58.9,3.4,Monday,15000
2022-12-26,District C,82.6,2.9,Monday,20000
2022-12-26,District D,46.1,1.4,Monday,12000
2022-12-26,District E,33.5,2.2,Monday,8000
2022-12-27,District A,37.1,0.8,Tuesday,10000
2022-12-27,District B,42.5,1.1,Tuesday,15000
2022-12-27,District C,51.0,1.3,Tuesday,20000
2022-12-27,District D,34.3,5.0,Tuesday,12000
2022-12-27,District E,39.3,5.6,Tuesday,8000
2022-12-28,District A,24.3,3.4,Wednesday,10000
2022-12-28,District B,65.9,2.2,Wednesday,15000
2022-12-28,District C,45.2,2.2,Wednesday,20000
2022-12-28,District D,54.4,3.3,Wednesday,12000
2022-12-28,District E,20.2,4.8,Wednesday,8000
2022-12-29,District A,26.6,4.0,Thursday,10000
2022-12-29,District B,69.3,1.3,Thursday,15000
2022-12-29,District C,55.8,1.5,Thursday,20000
2022-12-29,District D,55.3,0.0,Thursday,12000
2022-12-29,District E,31.1,4.8,Thursday,8000
2022-12-30,District A,25.8,4.5,Friday,10000
2022-12-30,District B,48.1,2.7,Friday,15000
2022-12-30,District C,72.6,0.6,Friday,20000
2022-12-30,District D,26.7,5.5,Friday,12000
2022-12-30,District E,22.0,1.7,Friday,8000
2022-12-31,District A,47.3,1.4,Saturday,10000
2022-12-31,District B,51.0,2.8,Saturday,15000
2022-12-31,District C,49.3,4.6,Saturday,20000
2022-12-31,District D,39.5,2.9,Saturday,12000
2022-12-31,District E,40.0,3.6,Saturday,8000
2023-01-01,District A,31.9,3.8,Sunday,10000
2023-01-01,District B,37.7,4.1,Sunday,15000
2023-01-01,District C,52.3,0.2,Sunday,20000
2023-01-01,District D,42.4,1.7,Sunday,12000
2023-01-01,District E,37.9,3.1,Sunday,8000
2023-01-02,District A,36.8,2.5,Monday,10000
2023-01-02,District B,33.1,0.3,Monday,15000
2023-01-02,District C,69.6,2.8,Monday,20000
2023-01-02,District D,31.3,4.2,Monday,12000
2023-01-02,District E,28.1,0.1,Monday,8000
2023-01-03,District A,21.5,1.2,Tuesday,10000
2023-01-03,District B,35.0,3.6,Tuesday,15000
2023-01-03,District C,56.9,3.0,Tuesday,20000
2023-01-03,District D,37.7,0.9,Tuesday,12000
2023-01-03,District E,25.4,4.0,Tuesday,8000
2023-01-04,District A,23.8,3.8,Wednesday,10000
2023-01-04,District B,40.7,3.9,Wednesday,15000
2023-01-04,District C,73.9,3.4,Wednesday,20000
2023-01-04,District D,37.9,4.6,Wednesday,12000
2023-01-04,District E,16.5,0.3,Wednesday,8000
2023-01-05,District A,35.7,4.1,Thursday,10000
2023-01-05,District B,40.5,3.9,Thursday,15000
2023-01-05,District C,41.8,1.7,Thursday,20000
2023-01-05,District D,48.0,4.8,Thursday,12000
2023-01-05,District E,22.4,4.7,Thursday,8000
2023-01-06,District A,42.4,3.1,Friday,10000
2023-01-06,District B,71.6,1.6,Friday,15000
2023-01-06,District C,97.7,4.7,Friday,20000
2023-01-06,District D,35.7,3.7,Friday,12000
2023-01-06,District E,41.1,1.4,Friday,8000
2023-01-07,District A,41.5,0.1,Saturday,10000
2023-01-07,District B,58.0,3.5,Saturday,15000
2023-01-07,District C,58.7,5.0,Saturday,20000
2023-01-07,District D,26.8,1.7,Saturday,12000
2023-01-07,District E,22.3,2.2,Saturday,8000
2023-01-08,District A,45.0,1.7,Sunday,10000
2023-01-08,District B,38.4,4.7,Sunday,15000
2023-01-08,District C,95.7,1.9,Sunday,20000
2023-01-08,District D,27.3,0.3,Sunday,12000
2023-01-08,District E,30.3,0.8,Sunday,8000
2023-01-09,District A,51.5,0.8,Monday,10000
2023-01-09,District B,55.2,2.2,Monday,15000
2023-01-09,District C,71.7,1.2,Monday,20000
2023-01-09,District D,53.6,3.3,Monday,12000
2023-01-09,District E,31.4,3.8,Monday,8000
2023-01-10,District A,44.5,4.5,Tuesday,10000
2023-01-10,District B,32.5,3.8,Tuesday,15000
2023-01-10,District C,52.7,0.0,Tuesday,20000
2023-01-10,District D,38.8,3.3,Tuesday,12000
2023-01-10,District E,37.2,2.0,Tuesday,8000
2023-01-11,District A,47.3,4.5,Wednesday,10000
2023-01-11,District B,61.1,1.6,Wednesday,15000
2023-01-11,District C,51.4,1.4,Wednesday,20000
2023-01-11,District D,36.3,0.9,Wednesday,12000
2023-01-11,District E,35.9,2.1,Wednesday,8000
2023-01-12,District A,42.0,0.6,Thursday,10000
2023-01-12,District B,43.0,2.7,Thursday,15000
2023-01-12,District C,58.0,2.5,Thursday,20000
2023-01-12,District D,39.6,3.0,Thursday,12000
2023-01-12,District E,18.8,0.8,Thursday,8000
2023-01-13,District A,49.4,2.7,Friday,10000
2023-01-13,District B,66.1,1.7,Friday,15000
2023-01-13,District C,100.7,3.3,Friday,20000
2023-01-13,District D,46.6,4.1,Friday,12000
2023-01-13,District E,39.4,3.3,Friday,8000
2023-01-14,District A,29.8,2.0,Saturday,10000
2023-01-14,District B,67.2,0.1,Saturday,15000
2023-01-14,District C,46.3,4.0,Saturday,20000
2023-01-14,District D,40.7,2.9,Saturday,12000
2023-01-14,District E,39.5,0.6,Saturday,8000
2023-01-15,District A,22.0,1.1,Sunday,10000
2023-01-15,District B,63.2,3.0,Sunday,15000
2023-01-15,District C,79.5,0.2,Sunday,20000
2023-01-15,District D,27.7,2.7,Sunday,12000
2023-01-15,District E,29.6,0.9,Sunday,8000
2023-01-16,District A,50.6,1.5,Monday,10000
2023-01-16,District B,78.0,4.1,Monday,15000
2023-01-16,District C,103.1,1.3,Monday,20000
2023-01-16,District D,38.3,2.2,Monday,12000
2023-01-16,District E,18.1,0.3,Monday,8000
2023-01-17,District A,33.7,3.5,Tuesday,10000
2023-01-17,District B,57.6,1.1,Tuesday,15000
2023-01-17,District C,74.7,1.3,Tuesday,20000
2023-01-17,District D,53.6,1.8,Tuesday,12000
2023-01-17,District E,27.5,4.1,Tuesday,8000
2023-01-18,District A,30.9,1.8,Wednesday,10000
2023-01-18,District B,44.8,4.0,Wednesday,15000
2023-01-18,District C,45.1,1.0,Wednesday,20000
2023-01-18,District D,41.4,2.3,Wednesday,12000
2023-01-18,District E,21.3,4.2,Wednesday,8000
2023-01-19,District A,44.3,1.9,Thursday,10000
2023-01-19,District B,47.3,4.1,Thursday,15000
2023-01-19,District C,58.2,2.3,Thursday,20000
2023-01-19,District D,28.3,4.7,Thursday,12000
2023-01-19,District E,32.4,4.7,Thursday,8000
2023-01-20,District A,22.0,2.7,Friday,10000
2023-01-20,District B,50.8,2.4,Friday,15000
2023-01-20,District C,83.4,0.8,Friday,20000
2023-01-20,District D,46.5,4.9,Friday,12000
2023-01-20,District E,18.5,3.6,Friday,8000
2023-01-21,District A,23.5,2.1,Saturday,10000
2023-01-21,District B,72.2,3.1,Saturday,15000
2023-01-21,District C,44.6,3.3,Saturday,20000
2023-01-21,District D,43.8,1.8,Saturday,12000
2023-01-21,District E,36.0,2.0,Saturday,8000
2023-01-22,District A,38.4,4.1,Sunday,10000
2023-01-22,District B,41.5,1.9,Sunday,15000
2023-01-22,District C,61.3,0.5,Sunday,20000
2023-01-22,District D,48.3,2.1,Sunday,12000
2023-01-22,District E,17.7,3.3,Sunday,8000
2023-01-23,District A,26.7,2.0,Monday,10000
2023-01-23,District B,70.6,0.8,Monday,15000
2023-01-23,District C,68.4,0.2,Monday,20000
2023-01-23,District D,58.4,0.8,Monday,12000
2023-01-23,District E,22.6,2.8,Monday,8000
2023-01-24,District A,41.9,2.5,Tuesday,10000
2023-01-24,District B,39.9,4.8,Tuesday,15000
2023-01-24,District C,96.1,4.4,Tuesday,20000
2023-01-24,District D,46.9,4.6,Tuesday,12000
2023-01-24,District E,25.7,3.1,Tuesday,8000
2023-01-25,District A,35.9,3.8,Wednesday,10000
2023-01-25,District B,49.3,3.4,Wednesday,15000
2023-01-25,District C,89.5,3.7,Wednesday,20000
2023-01-25,District D,54.0,0.7,Wednesday,12000
2023-01-25,District E,36.3,2.7,Wednesday,8000
2023-01-26,District A,31.4,2.2,Thursday,10000
2023-01-26,District B,41.3,4.6,Thursday,15000
2023-01-26,District C,69.0,4.2,Thursday,20000
2023-01-26,District D,35.1,2.6,Thursday,12000
2023-01-26,District E,23.8,2.9,Thursday,8000
2023-01-27,District A,29.6,0.2,Friday,10000
2023-01-27,District B,77.7,0.0,Friday,15000
2023-01-27,District C,66.9,4.8,Friday,20000
2023-01-27,District D,38.3,3.6,Friday,12000
2023-01-27,District E,37.1,3.4,Friday,8000
2023-01-28,District A,32.0,4.7,Saturday,10000
2023-01-28,District B,42.0,3.9,Saturday,15000
2023-01-28,District C,41.5,5.0,Saturday,20000
2023-01-28,District D,47.7,3.0,Saturday,12000
2023-01-28,District E,18.9,3.4,Saturday,8000
2023-01-29,District A,25.4,4.7,Sunday,10000
2023-01-29,District B,40.0,3.1,Sunday,15000
2023-01-29,District C,72.8,1.5,Sunday,20000
2023-01-29,District D,29.8,2.1,Sunday,12000
2023-01-29,District E,26.0,0.9,Sunday,8000
2023-01-30,District A,49.3,3.8,Monday,10000
2023-01-30,District B,50.1,0.4,Monday,15000
2023-01-30,District C,43.0,0.5,Monday,20000
2023-01-30,District D,48.0,3.3,Monday,12000
2023-01-30,District E,22.7,0.8,Monday,8000
2023-01-31,District A,45.0,0.1,Tuesday,10000
2023-01-31,District B,36.1,4.9,Tuesday,15000
2023-01-31,District C,92.1,1.2,Tuesday,20000
2023-01-31,District D,39.1,4.6,Tuesday,12000
2023-01-31,District E,16.9,0.3,Tuesday,8000
2023-02-01,District A,31.8,3.9,Wednesday,10000
2023-02-01,District B,56.2,1.1,Wednesday,15000
2023-02-01,District C,87.2,1.1,Wednesday,20000
2023-02-01,District D,25.4,2.5,Wednesday,12000
2023-02-01,District E,25.5,3.9,Wednesday,8000
2023-02-02,District A,36.3,5.9,Thursday,10000
2023-02-02,District B,61.9,2.4,Thursday,15000
2023-02-02,District C,94.3,2.4,Thursday,20000
2023-02-02,District D,43.8,2.9,Thursday,12000
2023-02-02,District E,26.2,1.3,Thursday,8000
2023-02-03,District A,46.4,5.2,Friday,10000
2023-02-03,District B,42.2,2.1,Friday,15000
2023-02-03,District C,100.6,5.1,Friday,20000
2023-02-03,District D,42.2,1.5,Friday,12000
2023-02-03,District E,38.7,2.7,Friday,8000
2023-02-04,District A,26.3,1.4,Saturday,10000
2023-02-04,District B,32.3,4.8,Saturday,15000
2023-02-04,District C,66.5,3.5,Saturday,20000
2023-02-04,District D,38.2,2.7,Saturday,12000
2023-02-04,District E,19.9,3.6,Saturday,8000
2023-02-05,District A,44.2,3.9,Sunday,10000
2023-02-05,District B,36.9,4.8,Sunday,15000
2023-02-05,District C,56.1,1.7,Sunday,20000
2023-02-05,District D,38.7,2.8,Sunday,12000
2023-02-05,District E,17.4,4.4,Sunday,8000
2023-02-06,District A,33.3,1.2,Monday,10000
2023-02-06,District B,40.6,4.5,Monday,15000
2023-02-06,District C,58.4,4.2,Monday,20000
2023-02-06,District D,59.1,5.4,Monday,12000
2023-02-06,District E,22.6,2.5,Monday,8000
2023-02-07,District A,27.2,3.1,Tuesday,10000
2023-02-07,District B,67.2,4.4,Tuesday,15000
2023-02-07,District C,89.5,4.4,Tuesday,20000
2023-02-07,District D,29.6,3.0,Tuesday,12000
2023-02-07,District E,24.7,4.7,Tuesday,8000
2023-02-08,District A,28.1,4.4,Wednesday,10000
2023-02-08,District B,74.7,1.4,Wednesday,15000
2023-02-08,District C,99.3,1.8,Wednesday,20000
2023-02-08,District D,52.6,5.9,Wednesday,12000
2023-02-08,District E,29.9,4.3,Wednesday,8000
2023-02-09,District A,28.7,5.3,Thursday,10000
2023-02-09,District B,57.9,3.3,Thursday,15000
2023-02-09,District C,65.6,3.1,Thursday,20000
2023-02-09,District D,44.3,2.7,Thursday,12000
2023-02-09,District E,20.8,5.3,Thursday,8000
2023-02-10,District A,42.7,5.7,Friday,10000
2023-02-10,District B,57.8,5.1,Friday,15000
2023-02-10,District C,43.0,4.9,Friday,20000
2023-02-10,District D,26.7,5.1,Friday,12000
2023-02-10,District E,41.8,5.4,Friday,8000
2023-02-11,District A,26.3,2.5,Saturday,10000
2023-02-11,District B,41.4,4.8,Saturday,15000
2023-02-11,District C,46.2,5.3,Saturday,20000
2023-02-11,District D,59.2,1.6,Saturday,12000
2023-02-11,District E,36.3,4.4,Saturday,8000
2023-02-12,District A,40.3,2.6,Sunday,10000
2023-02-12,District B,57.1,4.0,Sunday,15000
2023-02-12,District C,74.5,4.4,Sunday,20000
2023-02-12,District D,33.9,3.1,Sunday,12000
2023-02-12,District E,21.4,4.8,Sunday,8000
2023-02-13,District A,28.3,4.5,Monday,10000
2023-02-13,District B,66.8,4.1,Monday,15000
2023-02-13,District C,45.8,2.1,Monday,20000
2023-02-13,District D,48.1,1.7,Monday,12000
2023-02-13,District E,17.9,5.2,Monday,8000
2023-02-14,District A,30.2,4.7,Tuesday,10000
2023-02-14,District B,71.8,3.4,Tuesday,15000
2023-02-14,District C,67.9,2.7,Tuesday,20000
2023-02-14,District D,26.9,1.1,Tuesday,12000
2023-02-14,District E,16.7,2.3,Tuesday,8000
2023-02-15,District A,32.8,4.2,Wednesday,10000
2023-02-15,District B,37.9,3.7,Wednesday,15000
2023-02-15,District C,79.8,2.5,Wednesday,20000
2023-02-15,District D,25.8,5.8,Wednesday,12000
2023-02-15,District E,29.8,5.5,Wednesday,8000
2023-02-16,District A,35.0,3.8,Thursday,10000
2023-02-16,District B,34.0,1.3,Thursday,15000
2023-02-16,District C,60.5,4.0,Thursday,20000
2023-02-16,District D,38.6,5.6,Thursday,12000
2023-02-16,District E,33.2,1.7,Thursday,8000
2023-02-17,District A,37.6,2.5,Friday,10000
2023-02-17,District B,74.0,4.5,Friday,15000
2023-02-17,District C,84.6,5.0,Friday,20000
2023-02-17,District D,61.0,4.4,Friday,12000
2023-02-17,District E,16.8,2.5,Friday,8000
2023-02-18,District A,26.5,2.4,Saturday,10000
2023-02-18,District B,58.5,4.3,Saturday,15000
2023-02-18,District C,41.0,4.0,Saturday,20000
2023-02-18,District D,35.6,4.6,Saturday,12000
2023-02-18,District E,29.4,4.3,Saturday,8000
2023-02-19,District A,24.0,2.7,Sunday,10000
2023-02-19,District B,67.4,1.5,Sunday,15000
2023-02-19,District C,79.0,5.6,Sunday,20000
2023-02-19,District D,38.5,1.5,Sunday,12000
2023-02-19,District E,34.7,4.6,Sunday,8000
2023-02-20,District A,21.0,1.6,Monday,10000
2023-02-20,District B,48.3,4.6,Monday,15000
2023-02-20,District C,42.8,2.3,Monday,20000
2023-02-20,District D,57.4,3.7,Monday,12000
2023-02-20,District E,31.1,5.8,Monday,8000
2023-02-21,District A,22.6,3.6,Tuesday,10000
2023-02-21,District B,47.1,3.7,Tuesday,15000
2023-02-21,District C,63.3,4.0,Tuesday,20000
2023-02-21,District D,27.4,2.2,Tuesday,12000
2023-02-21,District E,18.3,2.6,Tuesday,8000
2023-02-22,District A,49.6,1.9,Wednesday,10000
2023-02-22,District B,53.9,3.2,Wednesday,15000
2023-02-22,District C,99.7,5.4,Wednesday,20000
2023-02-22,District D,53.2,3.9,Wednesday,12000
2023-02-22,District E,23.3,2.6,Wednesday,8000
2023-02-23,District A,40.2,3.0,Thursday,10000
2023-02-23,District B,44.2,4.4,Thursday,15000
2023-02-23,District C,77.9,1.7,Thursday,20000
2023-02-23,District D,44.8,1.6,Thursday,12000
2023-02-23,District E,32.8,4.5,Thursday,8000
2023-02-24,District A,48.5,4.8,Friday,10000
2023-02-24,District B,66.0,3.5,Friday,15000
2023-02-24,District C,53.8,4.1,Friday,20000
2023-02-24,District D,36.0,1.1,Friday,12000
2023-02-24,District E,32.4,3.2,Friday,8000
2023-02-25,District A,25.9,5.2,Saturday,10000
2023-02-25,District B,73.4,1.6,Saturday,15000
2023-02-25,District C,68.7,1.5,Saturday,20000
2023-02-25,District D,43.5,3.9,Saturday,12000
2023-02-25,District E,17.4,1.4,Saturday,8000
2023-02-26,District A,37.6,1.5,Sunday,10000
2023-02-26,District B,40.5,3.7,Sunday,15000
2023-02-26,District C,89.2,4.2,Sunday,20000
2023-02-26,District D,41.9,1.2,Sunday,12000
2023-02-26,District E,22.1,4.4,Sunday,8000
2023-02-27,District A,40.3,2.5,Monday,10000
2023-02-27,District B,69.8,5.5,Monday,15000
2023-02-27,District C,88.0,3.9,Monday,20000
2023-02-27,District D,49.4,2.8,Monday,12000
2023-02-27,District E,21.6,3.3,Monday,8000
2023-02-28,District A,36.7,4.5,Tuesday,10000
2023-02-28,District B,71.0,2.8,Tuesday,15000
2023-02-28,District C,58.9,1.1,Tuesday,20000
2023-02-28,District D,51.6,1.3,Tuesday,12000
2023-02-28,District E,24.0,4.5,Tuesday,8000
2023-03-01,District A,31.9,9.7,Wednesday,10000
2023-03-01,District B,50.4,10.3,Wednesday,15000
2023-03-01,District C,96.1,7.9,Wednesday,20000
2023-03-01,District D,28.3,6.8,Wednesday,12000
2023-03-01,District E,39.3,9.1,Wednesday,8000
2023-03-02,District A,21.9,7.6,Thursday,10000
2023-03-02,District B,52.8,7.4,Thursday,15000
2023-03-02,District C,79.5,6.1,Thursday,20000
2023-03-02,District D,40.3,12.0,Thursday,12000
2023-03-02,District E,25.6,7.5,Thursday,8000
2023-03-03,District A,48.8,5.8,Friday,10000
2023-03-03,District B,49.8,7.9,Friday,15000
2023-03-03,District C,69.8,9.6,Friday,20000
2023-03-03,District D,27.5,9.5,Friday,12000
2023-03-03,District E,40.5,10.7,Friday,8000
2023-03-04,District A,48.6,9.5,Saturday,10000
2023-03-04,District B,51.5,6.1,Saturday,15000
2023-03-04,District C,74.9,9.2,Saturday,20000
2023-03-04,District D,36.2,7.8,Saturday,12000
2023-03-04,District E,25.4,5.9,Saturday,8000
2023-03-05,District A,42.0,6.1,Sunday,10000
2023-03-05,District B,32.6,6.5,Sunday,15000
2023-03-05,District C,75.7,8.9,Sunday,20000
2023-03-05,District D,44.8,11.1,Sunday,12000
2023-03-05,District E,35.3,7.4,Sunday,8000
2023-03-06,District A,23.5,8.8,Monday,10000
2023-03-06,District B,74.4,9.0,Monday,15000
